t,t_game_ms,lap,lapDist,invalid,speed,rpm,gear,throttle,brake
1766588187.389285,173171.0,28,749.734,1,0,4016,2,0.000,0.000
1766588187.405272,173187.0,28,749.734,1,0,4017,2,0.000,0.000
1766588187.435920,173204.0,28,749.734,1,0,4018,2,0.000,0.000
1766588187.452446,173221.0,28,749.734,1,0,4019,2,0.000,0.000
1766588187.454281,173237.0,28,749.734,1,0,4019,2,0.000,0.000
1766588187.485353,173254.0,28,749.734,1,0,4018,2,0.000,0.000
1766588187.500103,173271.0,28,749.734,1,0,4017,2,0.000,0.000
1766588187.515147,173288.0,28,749.734,1,0,4015,2,0.000,0.000
1766588187.531223,173304.0,28,749.734,1,0,4013,2,0.000,0.000
1766588187.546963,173321.0,28,749.734,1,0,4011,2,0.000,0.000
1766588187.563094,173338.0,28,749.734,1,0,4008,2,0.000,0.000
1766588187.591429,173354.0,28,749.734,1,0,4005,2,0.000,0.000
1766588187.591429,173371.0,28,749.734,1,0,4002,2,0.000,0.000
1766588187.606421,173388.0,28,749.734,1,0,3999,2,0.000,0.000
1766588187.624645,173404.0,28,749.734,1,0,3996,2,0.000,0.000
1766588187.640284,173421.0,28,749.734,1,0,3992,2,0.000,0.000
1766588187.658108,173438.0,28,749.734,1,0,3990,2,0.000,0.000
1766588187.673639,173454.0,28,749.734,1,0,3987,2,0.000,0.000
1766588187.688279,173471.0,28,749.734,1,0,3985,2,0.000,0.000
1766588187.724938,173488.0,28,749.734,1,0,3983,2,0.000,0.000
1766588187.724938,173504.0,28,749.734,1,0,3982,2,0.000,0.000
1766588187.739670,173521.0,28,749.734,1,0,3981,2,0.000,0.000
1766588187.754694,173538.0,28,749.734,1,0,3980,2,0.000,0.000
1766588187.771806,173554.0,28,749.734,1,0,3981,2,0.000,0.000
1766588187.787379,173571.0,28,749.734,1,0,3981,2,0.000,0.000
1766588187.820000,173588.0,28,749.734,1,0,3983,2,0.000,0.000
1766588187.842997,173604.0,28,749.734,1,0,3984,2,0.000,0.000
1766588187.846481,173621.0,28,749.734,1,0,3986,2,0.000,0.000
1766588187.911080,173638.0,28,749.734,1,0,3989,2,0.000,0.000
1766588187.911080,173655.0,28,749.734,1,0,3992,2,0.000,0.000
1766588187.911080,173671.0,28,749.734,1,0,3995,2,0.000,0.000
1766588187.912287,173688.0,28,749.734,1,0,3998,2,0.000,0.000
1766588187.921874,173705.0,28,749.734,1,0,4001,2,0.000,0.000
1766588187.937032,173721.0,28,749.734,1,0,4004,2,0.000,0.000
1766588187.968220,173738.0,28,749.734,1,0,4007,2,0.000,0.000
1766588187.983658,173755.0,28,749.734,1,0,4010,2,0.000,0.000
1766588187.999095,173771.0,28,749.734,1,0,4013,2,0.000,0.000
1766588188.010609,173788.0,28,749.734,1,0,4015,2,0.000,0.000
1766588188.025846,173805.0,28,749.734,1,0,4016,2,0.000,0.000
1766588188.041469,173821.0,28,749.734,1,0,4018,2,0.000,0.000
1766588188.057471,173838.0,28,749.734,1,0,4018,2,0.000,0.000
1766588188.073472,173855.0,28,749.734,1,0,4019,2,0.000,0.000
1766588188.091441,173871.0,28,749.734,1,0,4018,2,0.000,0.000
1766588188.106471,173888.0,28,749.734,1,0,4018,2,0.000,0.000
1766588188.133865,173905.0,28,749.734,1,0,4016,2,0.000,0.000
1766588188.148271,173921.0,28,749.734,1,0,4015,2,0.000,0.000
1766588188.163146,173938.0,28,749.734,1,0,4012,2,0.000,0.000
1766588188.177266,173955.0,28,749.734,1,0,4010,2,0.000,0.000
1766588188.192514,173971.0,28,749.734,1,0,4007,2,0.000,0.000
1766588188.207710,173988.0,28,749.734,1,0,4004,2,0.000,0.000
1766588188.224799,174005.0,28,749.734,1,0,4001,2,0.000,0.000
1766588188.239984,174021.0,28,749.734,1,0,3998,2,0.000,0.000
1766588188.262164,174038.0,28,749.734,1,0,3994,2,0.000,0.000
1766588188.275293,174055.0,28,749.734,1,0,3992,2,0.000,0.000
1766588188.291516,174071.0,28,749.734,1,0,3989,2,0.000,0.000
1766588188.306663,174088.0,28,749.734,1,0,3986,2,0.000,0.000
1766588188.324849,174105.0,28,749.734,1,0,3984,2,0.000,0.000
1766588188.339911,174122.0,28,749.734,1,0,3983,2,0.000,0.000
1766588188.358136,174138.0,28,749.734,1,0,3981,2,0.000,0.000
1766588188.374264,174155.0,28,749.734,1,0,3981,2,0.000,0.000
1766588188.391468,174172.0,28,749.734,1,0,3980,2,0.000,0.000
1766588188.406583,174188.0,28,749.734,1,0,3981,2,0.000,0.000
1766588188.426027,174205.0,28,749.734,1,0,3982,2,0.000,0.000
1766588188.441199,174222.0,28,749.734,1,0,3983,2,0.000,0.000
1766588188.456935,174238.0,28,749.734,1,0,3985,2,0.000,0.000
1766588188.472304,174255.0,28,749.734,1,0,3987,2,0.000,0.000
1766588188.491565,174272.0,28,749.734,1,0,3990,2,0.000,0.000
1766588188.506703,174288.0,28,749.734,1,0,3993,2,0.000,0.000
1766588188.524465,174305.0,28,749.734,1,0,3996,2,0.000,0.000
1766588188.539999,174322.0,28,749.734,1,0,3999,2,0.000,0.000
1766588188.559312,174338.0,28,749.734,1,0,4002,2,0.000,0.000
1766588188.574463,174355.0,28,749.734,1,0,4005,2,0.000,0.000
1766588188.591621,174372.0,28,749.734,1,0,4008,2,0.000,0.000
1766588188.606946,174388.0,28,749.734,1,0,4011,2,0.000,0.000
1766588188.625898,174405.0,28,749.734,1,0,4013,2,0.000,0.000
1766588188.641068,174422.0,28,749.734,1,0,4015,2,0.000,0.000
1766588188.658332,174438.0,28,749.734,1,0,4017,2,0.000,0.000
1766588188.673197,174455.0,28,749.734,1,0,4018,2,0.000,0.000
1766588188.692564,174472.0,28,749.734,1,0,4019,2,0.000,0.000
1766588188.708297,174488.0,28,749.734,1,0,4019,2,0.000,0.000
1766588188.724881,174505.0,28,749.734,1,0,4018,2,0.000,0.000
1766588188.740020,174522.0,28,749.734,1,0,4017,2,0.000,0.000
1766588188.761409,174539.0,28,749.734,1,0,4016,2,0.000,0.000
1766588188.775985,174555.0,28,749.734,1,0,4014,2,0.000,0.000
1766588188.803302,174572.0,28,749.734,1,0,4012,2,0.000,0.000
1766588188.804305,174589.0,28,749.734,1,0,4009,2,0.000,0.000
1766588188.923194,174605.0,28,749.734,1,0,4006,2,0.000,0.000
1766588188.939248,174622.0,28,749.734,1,0,4003,2,0.000,0.000
1766588188.939248,174639.0,28,749.734,1,0,4000,2,0.000,0.000
1766588188.940250,174655.0,28,749.734,1,0,3997,2,0.000,0.000
1766588188.940250,174672.0,28,749.734,1,0,3993,2,0.000,0.000
1766588188.941458,174689.0,28,749.734,1,0,3991,2,0.000,0.000
1766588188.941458,174705.0,28,749.734,1,0,3988,2,0.000,0.000
1766588188.942462,174722.0,28,749.734,1,0,3986,2,0.000,0.000
1766588188.969337,174739.0,28,749.734,1,0,3984,2,0.000,0.000
1766588188.984240,174755.0,28,749.734,1,0,3982,2,0.000,0.000
1766588188.999243,174772.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.015257,174789.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.045131,174805.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.045131,174822.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.062358,174839.0,28,749.734,1,0,3982,2,0.000,0.000
1766588189.076538,174855.0,28,749.734,1,0,3984,2,0.000,0.000
1766588189.091652,174872.0,28,749.734,1,0,3986,2,0.000,0.000
1766588189.107106,174889.0,28,749.734,1,0,3988,2,0.000,0.000
1766588189.122429,174905.0,28,749.734,1,0,3991,2,0.000,0.000
1766588189.153080,174922.0,28,749.734,1,0,3994,2,0.000,0.000
1766588189.168693,174939.0,28,749.734,1,0,3997,2,0.000,0.000
1766588189.184112,174956.0,28,749.734,1,0,4000,2,0.000,0.000
1766588189.205697,174972.0,28,749.734,1,0,4003,2,0.000,0.000
1766588189.240301,174989.0,28,749.734,1,0,4006,2,0.000,0.000
1766588189.246598,175006.0,28,749.734,1,0,4009,2,0.000,0.000
1766588189.265375,175022.0,28,749.734,1,0,4012,2,0.000,0.000
1766588189.266378,175039.0,28,749.734,1,0,4014,2,0.000,0.000
1766588189.353619,175056.0,28,749.734,1,0,4016,2,0.000,0.000
1766588189.354624,175072.0,28,749.734,1,0,4017,2,0.000,0.000
1766588189.354624,175089.0,28,749.734,1,0,4018,2,0.000,0.000
1766588189.354624,175106.0,28,749.734,1,0,4019,2,0.000,0.000
1766588189.354624,175122.0,28,749.734,1,0,4019,2,0.000,0.000
1766588189.354624,175139.0,28,749.734,1,0,4018,2,0.000,0.000
1766588189.373510,175156.0,28,749.734,1,0,4017,2,0.000,0.000
1766588189.389092,175172.0,28,749.734,1,0,4015,2,0.000,0.000
1766588189.419791,175189.0,28,749.734,1,0,4013,2,0.000,0.000
1766588189.435070,175206.0,28,749.734,1,0,4011,2,0.000,0.000
1766588189.454789,175222.0,28,749.734,1,0,4008,2,0.000,0.000
1766588189.454789,175239.0,28,749.734,1,0,4005,2,0.000,0.000
1766588189.490991,175256.0,28,749.734,1,0,4002,2,0.000,0.000
1766588189.491690,175272.0,28,749.734,1,0,3999,2,0.000,0.000
1766588189.506228,175289.0,28,749.734,1,0,3996,2,0.000,0.000
1766588189.525908,175306.0,28,749.734,1,0,3992,2,0.000,0.000
1766588189.541198,175323.0,28,749.734,1,0,3990,2,0.000,0.000
1766588189.559279,175339.0,28,749.734,1,0,3987,2,0.000,0.000
1766588189.574600,175356.0,28,749.734,1,0,3985,2,0.000,0.000
1766588189.591500,175373.0,28,749.734,1,0,3983,2,0.000,0.000
1766588189.607070,175389.0,28,749.734,1,0,3982,2,0.000,0.000
1766588189.625883,175406.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.640532,175423.0,28,749.734,1,0,3980,2,0.000,0.000
1766588189.672323,175439.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.691620,175456.0,28,749.734,1,0,3981,2,0.000,0.000
1766588189.691620,175473.0,28,749.734,1,0,3983,2,0.000,0.000
1766588189.706663,175489.0,28,749.734,1,0,3984,2,0.000,0.000
1766588189.725944,175506.0,28,749.734,1,0,3986,2,0.000,0.000
1766588189.741139,175523.0,28,749.734,1,0,3989,2,0.000,0.000
1766588189.759281,175539.0,28,749.734,1,0,3992,2,0.000,0.000
1766588189.774429,175556.0,28,749.734,1,0,3995,2,0.000,0.000
1766588189.805063,175573.0,28,749.734,1,0,3998,2,0.000,0.000
1766588189.828851,175589.0,28,749.734,1,0,4001,2,0.000,0.000
1766588189.848809,175606.0,28,749.734,1,0,4004,2,0.000,0.000
1766588189.850810,175623.0,28,749.734,1,0,4007,2,0.000,0.000
1766588189.920596,175639.0,28,749.734,1,0,4010,2,0.000,0.000
1766588189.948960,175656.0,28,749.734,1,0,4012,2,0.000,0.000
1766588189.948960,175673.0,28,749.734,1,0,4015,2,0.000,0.000
1766588189.948960,175690.0,28,749.734,1,0,4016,2,0.000,0.000
1766588189.948960,175706.0,28,749.734,1,0,4018,2,0.000,0.000
1766588189.949966,175723.0,28,749.734,1,0,4018,2,0.000,0.000
1766588189.958105,175740.0,28,749.734,1,0,4019,2,0.000,0.000
1766588190.005788,175756.0,28,749.734,1,0,4018,2,0.000,0.000
1766588190.005788,175773.0,28,749.734,1,0,4018,2,0.000,0.000
1766588190.005788,175790.0,28,749.734,1,0,4016,2,0.000,0.000
1766588190.025839,175806.0,28,749.734,1,0,4015,2,0.000,0.000
1766588190.040101,175823.0,28,749.734,1,0,4012,2,0.000,0.000
1766588190.058070,175840.0,28,749.734,1,0,4010,2,0.000,0.000
1766588190.088228,175856.0,28,749.734,1,0,4007,2,0.000,0.000
1766588190.103524,175873.0,28,749.734,1,0,4004,2,0.000,0.000
1766588190.111970,175890.0,28,749.734,1,0,4001,2,0.000,0.000
1766588190.123927,175906.0,28,749.734,1,0,3998,2,0.000,0.000
1766588190.139898,175923.0,28,749.734,1,0,3995,2,0.000,0.000
1766588190.157010,175940.0,28,749.734,1,0,3992,2,0.000,0.000
1766588190.173035,175956.0,28,749.734,1,0,3989,2,0.000,0.000
1766588190.203581,175973.0,28,749.734,1,0,3986,2,0.000,0.000
1766588190.218314,175990.0,28,749.734,1,0,3984,2,0.000,0.000
1766588190.233098,176006.0,28,749.734,1,0,3983,2,0.000,0.000
1766588190.248641,176023.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.263671,176040.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.278719,176056.0,28,749.734,1,0,3980,2,0.000,0.000
1766588190.293806,176073.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.309758,176090.0,28,749.734,1,0,3982,2,0.000,0.000
1766588190.325285,176107.0,28,749.734,1,0,3983,2,0.000,0.000
1766588190.340422,176123.0,28,749.734,1,0,3985,2,0.000,0.000
1766588190.357453,176140.0,28,749.734,1,0,3987,2,0.000,0.000
1766588190.373445,176157.0,28,749.734,1,0,3990,2,0.000,0.000
1766588190.412637,176173.0,28,749.734,1,0,3993,2,0.000,0.000
1766588190.424687,176190.0,28,749.734,1,0,3996,2,0.000,0.000
1766588190.431411,176207.0,28,749.734,1,0,3999,2,0.000,0.000
1766588190.445418,176223.0,28,749.734,1,0,4002,2,0.000,0.000
1766588190.508269,176240.0,28,749.734,1,0,4005,2,0.000,0.000
1766588190.508269,176257.0,28,749.734,1,0,4008,2,0.000,0.000
1766588190.508269,176273.0,28,749.734,1,0,4011,2,0.000,0.000
1766588190.508269,176290.0,28,749.734,1,0,4013,2,0.000,0.000
1766588190.524791,176307.0,28,749.734,1,0,4015,2,0.000,0.000
1766588190.540058,176323.0,28,749.734,1,0,4017,2,0.000,0.000
1766588190.571107,176340.0,28,749.734,1,0,4018,2,0.000,0.000
1766588190.586767,176357.0,28,749.734,1,0,4019,2,0.000,0.000
1766588190.591431,176373.0,28,749.734,1,0,4019,2,0.000,0.000
1766588190.606809,176390.0,28,749.734,1,0,4018,2,0.000,0.000
1766588190.637385,176407.0,28,749.734,1,0,4017,2,0.000,0.000
1766588190.652886,176423.0,28,749.734,1,0,4016,2,0.000,0.000
1766588190.658051,176440.0,28,749.734,1,0,4014,2,0.000,0.000
1766588190.673999,176457.0,28,749.734,1,0,4012,2,0.000,0.000
1766588190.690745,176474.0,28,749.734,1,0,4009,2,0.000,0.000
1766588190.708821,176490.0,28,749.734,1,0,4006,2,0.000,0.000
1766588190.731157,176507.0,28,749.734,1,0,4003,2,0.000,0.000
1766588190.747064,176524.0,28,749.734,1,0,4000,2,0.000,0.000
1766588190.762047,176540.0,28,749.734,1,0,3997,2,0.000,0.000
1766588190.777570,176557.0,28,749.734,1,0,3993,2,0.000,0.000
1766588190.791396,176574.0,28,749.734,1,0,3991,2,0.000,0.000
1766588190.806539,176590.0,28,749.734,1,0,3988,2,0.000,0.000
1766588190.837044,176607.0,28,749.734,1,0,3986,2,0.000,0.000
1766588190.844098,176624.0,28,749.734,1,0,3984,2,0.000,0.000
1766588190.858043,176640.0,28,749.734,1,0,3982,2,0.000,0.000
1766588190.888405,176657.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.903952,176674.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.919314,176690.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.924740,176707.0,28,749.734,1,0,3981,2,0.000,0.000
1766588190.941846,176724.0,28,749.734,1,0,3982,2,0.000,0.000
1766588190.958055,176740.0,28,749.734,1,0,3984,2,0.000,0.000
1766588191.008653,176757.0,28,749.734,1,0,3986,2,0.000,0.000
1766588191.036092,176774.0,28,749.734,1,0,3988,2,0.000,0.000
1766588191.050720,176790.0,28,749.734,1,0,3991,2,0.000,0.000
1766588191.051729,176807.0,28,749.734,1,0,3994,2,0.000,0.000
1766588191.052733,176824.0,28,749.734,1,0,3997,2,0.000,0.000
1766588191.129278,176840.0,28,749.734,1,0,4000,2,0.000,0.000
1766588191.129278,176857.0,28,749.734,1,0,4003,2,0.000,0.000
1766588191.129278,176874.0,28,749.734,1,0,4006,2,0.000,0.000
1766588191.129278,176891.0,28,749.734,1,0,4009,2,0.000,0.000
1766588191.130281,176907.0,28,749.734,1,0,4012,2,0.000,0.000
1766588191.146195,176924.0,28,749.734,1,0,4014,2,0.000,0.000
1766588191.173397,176941.0,28,749.734,1,0,4016,2,0.000,0.000
1766588191.173397,176957.0,28,749.734,1,0,4017,2,0.000,0.000
1766588191.204066,176974.0,28,749.734,1,0,4018,2,0.000,0.000
1766588191.219548,176991.0,28,749.734,1,0,4019,2,0.000,0.000
1766588191.235034,177007.0,28,749.734,1,0,4019,2,0.000,0.000
1766588191.251427,177024.0,28,749.734,1,0,4018,2,0.000,0.000
1766588191.258014,177041.0,28,749.734,1,0,4017,2,0.000,0.000
1766588191.279233,177057.0,28,749.734,1,0,4015,2,0.000,0.000
1766588191.306367,177074.0,28,749.734,1,0,4013,2,0.000,0.000
1766588191.321544,177091.0,28,749.734,1,0,4011,2,0.000,0.000
1766588191.336429,177107.0,28,749.734,1,0,4008,2,0.000,0.000
1766588191.348952,177124.0,28,749.734,1,0,4005,2,0.000,0.000
1766588191.358029,177141.0,28,749.734,1,0,4002,2,0.000,0.000
1766588191.388709,177157.0,28,749.734,1,0,3999,2,0.000,0.000
1766588191.391363,177174.0,28,749.734,1,0,3996,2,0.000,0.000
1766588191.406889,177191.0,28,749.734,1,0,3992,2,0.000,0.000
1766588191.437416,177208.0,28,749.734,1,0,3990,2,0.000,0.000
1766588191.452733,177224.0,28,749.734,1,0,3987,2,0.000,0.000
1766588191.468457,177241.0,28,749.734,1,0,3985,2,0.000,0.000
1766588191.483476,177258.0,28,749.734,1,0,3983,2,0.000,0.000
1766588191.498404,177274.0,28,749.734,1,0,3982,2,0.000,0.000
1766588191.509967,177291.0,28,749.734,1,0,3981,2,0.000,0.000
1766588191.534932,177308.0,28,749.734,1,0,3980,2,0.000,0.000
1766588191.549990,177324.0,28,749.734,1,0,3981,2,0.000,0.000
1766588191.565231,177341.0,28,749.734,1,0,3981,2,0.000,0.000
1766588191.580503,177358.0,28,749.734,1,0,3983,2,0.000,0.000
1766588191.612395,177374.0,28,749.734,1,0,3984,2,0.000,0.000
1766588191.614264,177391.0,28,749.734,1,0,3986,2,0.000,0.000
1766588191.627852,177408.0,28,749.734,1,0,3989,2,0.000,0.000
1766588191.640980,177424.0,28,749.734,1,0,3992,2,0.000,0.000
1766588191.692441,177441.0,28,749.734,1,0,3995,2,0.000,0.000
1766588191.717281,177458.0,28,749.734,1,0,3998,2,0.000,0.000
1766588191.717281,177474.0,28,749.734,1,0,4001,2,0.000,0.000
1766588191.717281,177491.0,28,749.734,1,0,4004,2,0.000,0.000
1766588191.738612,177508.0,28,749.734,1,0,4007,2,0.000,0.000
1766588191.753862,177524.0,28,749.734,1,0,4010,2,0.000,0.000
1766588191.758081,177541.0,28,749.734,1,0,4013,2,0.000,0.000
1766588191.778094,177558.0,28,749.734,1,0,4015,2,0.000,0.000
1766588191.800012,177574.0,28,749.734,1,0,4016,2,0.000,0.000
1766588191.814978,177591.0,28,749.734,1,0,4018,2,0.000,0.000
1766588191.830284,177608.0,28,749.734,1,0,4018,2,0.000,0.000
1766588191.844994,177625.0,28,749.734,1,0,4019,2,0.000,0.000
1766588191.857839,177641.0,28,749.734,1,0,4018,2,0.000,0.000
1766588191.887515,177658.0,28,749.734,1,0,4018,2,0.000,0.000
1766588191.902495,177675.0,28,749.734,1,0,4016,2,0.000,0.000
1766588191.918460,177691.0,28,749.734,1,0,4015,2,0.000,0.000
1766588191.934687,177708.0,28,749.734,1,0,4012,2,0.000,0.000
1766588191.949361,177725.0,28,749.734,1,0,4010,2,0.000,0.000
1766588191.964232,177741.0,28,749.734,1,0,4007,2,0.000,0.000
1766588191.979903,177758.0,28,749.734,1,0,4004,2,0.000,0.000
1766588191.995451,177775.0,28,749.734,1,0,4001,2,0.000,0.000
1766588192.024666,177791.0,28,749.734,1,0,3998,2,0.000,0.000
1766588192.024666,177808.0,28,749.734,1,0,3995,2,0.000,0.000
1766588192.056364,177825.0,28,749.734,1,0,3992,2,0.000,0.000
1766588192.071531,177841.0,28,749.734,1,0,3989,2,0.000,0.000
1766588192.090672,177858.0,28,749.734,1,0,3986,2,0.000,0.000
1766588192.091339,177875.0,28,749.734,1,0,3984,2,0.000,0.000
1766588192.121218,177891.0,28,749.734,1,0,3983,2,0.000,0.000
1766588192.136886,177908.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.156245,177925.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.173568,177941.0,28,749.734,1,0,3980,2,0.000,0.000
1766588192.188692,177958.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.208930,177975.0,28,749.734,1,0,3982,2,0.000,0.000
1766588192.208930,177991.0,28,749.734,1,0,3983,2,0.000,0.000
1766588192.239805,178008.0,28,749.734,1,0,3985,2,0.000,0.000
1766588192.248344,178025.0,28,749.734,1,0,3987,2,0.000,0.000
1766588192.322061,178042.0,28,749.734,1,0,3990,2,0.000,0.000
1766588192.323113,178058.0,28,749.734,1,0,3993,2,0.000,0.000
1766588192.323113,178075.0,28,749.734,1,0,3996,2,0.000,0.000
1766588192.323113,178092.0,28,749.734,1,0,3999,2,0.000,0.000
1766588192.355618,178108.0,28,749.734,1,0,4002,2,0.000,0.000
1766588192.355618,178125.0,28,749.734,1,0,4005,2,0.000,0.000
1766588192.371158,178142.0,28,749.734,1,0,4008,2,0.000,0.000
1766588192.386309,178158.0,28,749.734,1,0,4011,2,0.000,0.000
1766588192.401680,178175.0,28,749.734,1,0,4013,2,0.000,0.000
1766588192.416825,178192.0,28,749.734,1,0,4015,2,0.000,0.000
1766588192.432202,178208.0,28,749.734,1,0,4017,2,0.000,0.000
1766588192.448151,178225.0,28,749.734,1,0,4018,2,0.000,0.000
1766588192.463299,178242.0,28,749.734,1,0,4019,2,0.000,0.000
1766588192.478824,178258.0,28,749.734,1,0,4019,2,0.000,0.000
1766588192.493995,178275.0,28,749.734,1,0,4018,2,0.000,0.000
1766588192.524252,178292.0,28,749.734,1,0,4017,2,0.000,0.000
1766588192.539475,178308.0,28,749.734,1,0,4016,2,0.000,0.000
1766588192.542310,178325.0,28,749.734,1,0,4014,2,0.000,0.000
1766588192.573046,178342.0,28,749.734,1,0,4012,2,0.000,0.000
1766588192.588188,178358.0,28,749.734,1,0,4009,2,0.000,0.000
1766588192.603598,178375.0,28,749.734,1,0,4006,2,0.000,0.000
1766588192.609095,178392.0,28,749.734,1,0,4003,2,0.000,0.000
1766588192.639449,178409.0,28,749.734,1,0,4000,2,0.000,0.000
1766588192.654903,178425.0,28,749.734,1,0,3997,2,0.000,0.000
1766588192.670373,178442.0,28,749.734,1,0,3993,2,0.000,0.000
1766588192.691332,178459.0,28,749.734,1,0,3991,2,0.000,0.000
1766588192.691332,178475.0,28,749.734,1,0,3988,2,0.000,0.000
1766588192.724665,178492.0,28,749.734,1,0,3986,2,0.000,0.000
1766588192.724665,178509.0,28,749.734,1,0,3984,2,0.000,0.000
1766588192.755854,178525.0,28,749.734,1,0,3982,2,0.000,0.000
1766588192.770964,178542.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.775444,178559.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.822146,178575.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.823208,178592.0,28,749.734,1,0,3981,2,0.000,0.000
1766588192.842185,178609.0,28,749.734,1,0,3982,2,0.000,0.000
1766588192.842185,178625.0,28,749.734,1,0,3984,2,0.000,0.000
1766588192.938706,178642.0,28,749.734,1,0,3986,2,0.000,0.000
1766588192.958010,178659.0,28,749.734,1,0,3988,2,0.000,0.000
1766588192.958010,178675.0,28,749.734,1,0,3991,2,0.000,0.000
1766588192.959123,178692.0,28,749.734,1,0,3994,2,0.000,0.000
1766588192.959123,178709.0,28,749.734,1,0,3997,2,0.000,0.000
1766588192.959123,178725.0,28,749.734,1,0,4000,2,0.000,0.000
1766588192.960138,178742.0,28,749.734,1,0,4003,2,0.000,0.000
1766588193.003769,178759.0,28,749.734,1,0,4006,2,0.000,0.000
1766588193.004769,178776.0,28,749.734,1,0,4009,2,0.000,0.000
1766588193.033514,178792.0,28,749.734,1,0,4012,2,0.000,0.000
